Year,Date,District,Crop,Season,Rainfall_mm,Soil_Moisture_Percent,Area_hectare,Production_tonnes,Yield_tonnes_per_hectare
2026,2026-08-30,Bhandara,Cotton,Kharif,50.4,38.04,335339,154255.94,0.46
2026,2026-08-31,Bhandara,Cotton,Kharif,25.7,38.72,335339,154255.94,0.46
2026,2026-09-01,Bhandara,Cotton,Kharif,7.1,33.81,335339,154255.94,0.46
2026,2026-09-02,Bhandara,Cotton,Kharif,46.2,36.48,335339,154255.94,0.46
2026,2026-09-03,Bhandara,Cotton,Kharif,15.7,34.24,335339,154255.94,0.46
2026,2026-08-19,Bhandara,Sugarcane,Kharif,13.5,33.12,85191,7093854.57,83.27
2026,2026-08-20,Bhandara,Sugarcane,Kharif,0.2,34.82,85191,7093854.57,83.27
2026,2026-08-21,Bhandara,Sugarcane,Kharif,43.6,33.59,85191,7093854.57,83.27
2026,2026-08-22,Bhandara,Sugarcane,Kharif,18.7,30.68,85191,7093854.57,83.27
2026,2026-08-23,Bhandara,Sugarcane,Kharif,20.9,32.88,85191,7093854.57,83.27
2026,2026-08-24,Bhandara,Sugarcane,Kharif,23.4,31.32,85191,7093854.57,83.27
2026,2026-08-25,Bhandara,Sugarcane,Kharif,13.4,37.04,85191,7093854.57,83.27
2026,2026-08-26,Bhandara,Sugarcane,Kharif,17.4,37.0,85191,7093854.57,83.27
2026,2026-08-27,Bhandara,Sugarcane,Kharif,11.9,36.98,85191,7093854.57,83.27
2026,2026-08-28,Bhandara,Sugarcane,Kharif,22.0,34.1,85191,7093854.57,83.27
2026,2026-08-29,Bhandara,Sugarcane,Kharif,16.3,32.86,85191,7093854.57,83.27
2026,2026-08-30,Bhandara,Sugarcane,Kharif,1.4,38.04,85191,7093854.57,83.27
2026,2026-08-31,Bhandara,Sugarcane,Kharif,15.7,38.72,85191,7093854.57,83.27
2026,2026-09-01,Bhandara,Sugarcane,Kharif,8.4,33.81,85191,7093854.57,83.27
2026,2026-09-02,Bhandara,Sugarcane,Kharif,43.3,36.48,85191,7093854.57,83.27
2026,2026-09-03,Bhandara,Sugarcane,Kharif,3.5,34.24,85191,7093854.57,83.27
2026,2026-08-19,Beed,Maize,Kharif,20.0,32.8,101046,275855.58,2.73
2026,2026-08-20,Beed,Maize,Kharif,5.3,35.09,101046,275855.58,2.73
2026,2026-08-21,Beed,Maize,Kharif,14.2,31.95,101046,275855.58,2.73
2026,2026-08-22,Beed,Maize,Kharif,5.2,33.92,101046,275855.58,2.73
2026,2026-08-23,Beed,Maize,Kharif,12.4,34.07,101046,275855.58,2.73
2026,2026-08-24,Beed,Maize,Kharif,0.0,37.11,101046,275855.58,2.73
2026,2026-08-25,Beed,Maize,Kharif,4.0,36.68,101046,275855.58,2.73
2026,2026-08-26,Beed,Maize,Kharif,0.0,33.04,101046,275855.58,2.73
2026,2026-08-27,Beed,Maize,Kharif,2.9,34.5,101046,275855.58,2.73
2026,2026-08-28,Beed,Maize,Kharif,13.6,32.61,101046,275855.58,2.73
2026,2026-08-29,Beed,Maize,Kharif,16.6,37.05,101046,275855.58,2.73
2026,2026-08-30,Beed,Maize,Kharif,4.8,36.83,101046,275855.58,2.73
2026,2026-08-31,Beed,Maize,Kharif,0.2,33.44,101046,275855.58,2.73
2026,2026-09-01,Beed,Maize,Kharif,18.9,35.52,101046,275855.58,2.73
2026,2026-09-02,Beed,Maize,Kharif,16.0,35.37,101046,275855.58,2.73
2026,2026-09-03,Beed,Maize,Kharif,35.9,32.67,101046,275855.58,2.73
2026,2026-08-19,Beed,Soybean,Kharif,17.0,32.8,184082,230102.5,1.25
2026,2026-08-20,Beed,Soybean,Kharif,17.4,35.09,184082,230102.5,1.25
2026,2026-08-21,Beed,Soybean,Kharif,13.7,31.95,184082,230102.5,1.25
2026,2026-08-22,Beed,Soybean,Kharif,0.0,33.92,184082,230102.5,1.25
2026,2026-08-23,Beed,Soybean,Kharif,1.6,34.07,184082,230102.5,1.25
2026,2026-08-24,Beed,Soybean,Kharif,18.1,37.11,184082,230102.5,1.25
2026,2026-08-25,Beed,Soybean,Kharif,8.8,36.68,184082,230102.5,1.25
2026,2026-08-26,Beed,Soybean,Kharif,24.7,33.04,184082,230102.5,1.25
2026,2026-08-27,Beed,Soybean,Kharif,6.4,34.5,184082,230102.5,1.25
2026,2026-08-28,Beed,Soybean,Kharif,25.3,32.61,184082,230102.5,1.25
2026,2026-08-29,Beed,Soybean,Kharif,0.0,37.05,184082,230102.5,1.25
2026,2026-08-30,Beed,Soybean,Kharif,46.5,36.83,184082,230102.5,1.25
2026,2026-08-31,Beed,Soybean,Kharif,26.1,33.44,184082,230102.5,1.25
2026,2026-09-01,Beed,Soybean,Kharif,0.0,35.52,184082,230102.5,1.25
2026,2026-09-02,Beed,Soybean,Kharif,8.2,35.37,184082,230102.5,1.25
2026,2026-09-03,Beed,Soybean,Kharif,15.7,32.67,184082,230102.5,1.25
2026,2026-08-19,Beed,Cotton,Kharif,48.9,32.8,209405,90044.15,0.43
2026,2026-08-20,Beed,Cotton,Kharif,1.7,35.09,209405,90044.15,0.43
2026,2026-08-21,Beed,Cotton,Kharif,42.1,31.95,209405,90044.15,0.43
2026,2026-08-22,Beed,Cotton,Kharif,22.5,33.92,209405,90044.15,0.43
2026,2026-08-23,Beed,Cotton,Kharif,21.6,34.07,209405,90044.15,0.43
2026,2026-08-24,Beed,Cotton,Kharif,15.3,37.11,209405,90044.15,0.43
2026,2026-08-25,Beed,Cotton,Kharif,40.6,36.68,209405,90044.15,0.43
2026,2026-08-26,Beed,Cotton,Kharif,16.7,33.04,209405,90044.15,0.43
2026,2026-08-27,Beed,Cotton,Kharif,1.0,34.5,209405,90044.15,0.43
2026,2026-08-28,Beed,Cotton,Kharif,19.3,32.61,209405,90044.15,0.43
2026,2026-08-29,Beed,Cotton,Kharif,44.4,37.05,209405,90044.15,0.43
2026,2026-08-30,Beed,Cotton,Kharif,1.9,36.83,209405,90044.15,0.43
2026,2026-08-31,Beed,Cotton,Kharif,9.5,33.44,209405,90044.15,0.43
2026,2026-09-01,Beed,Cotton,Kharif,0.6,35.52,209405,90044.15,0.43
2026,2026-09-02,Beed,Cotton,Kharif,6.4,35.37,209405,90044.15,0.43
2026,2026-09-03,Beed,Cotton,Kharif,25.9,32.67,209405,90044.15,0.43
2026,2026-08-19,Beed,Sugarcane,Kharif,0.2,32.8,53242,4172043.12,78.36
2026,2026-08-20,Beed,Sugarcane,Kharif,23.6,35.09,53242,4172043.12,78.36
2026,2026-08-21,Beed,Sugarcane,Kharif,1.7,31.95,53242,4172043.12,78.36
2026,2026-08-22,Beed,Sugarcane,Kharif,10.1,33.92,53242,4172043.12,78.36
2026,2026-08-23,Beed,Sugarcane,Kharif,0.6,34.07,53242,4172043.12,78.36
2026,2026-08-24,Beed,Sugarcane,Kharif,21.9,37.11,53242,4172043.12,78.36
2026,2026-08-25,Beed,Sugarcane,Kharif,16.4,36.68,53242,4172043.12,78.36
2026,2026-08-26,Beed,Sugarcane,Kharif,27.3,33.04,53242,4172043.12,78.36
2026,2026-08-27,Beed,Sugarcane,Kharif,25.1,34.5,53242,4172043.12,78.36
2026,2026-08-28,Beed,Sugarcane,Kharif,1.0,32.61,53242,4172043.12,78.36
2026,2026-08-29,Beed,Sugarcane,Kharif,19.2,37.05,53242,4172043.12,78.36
2026,2026-08-30,Beed,Sugarcane,Kharif,20.6,36.83,53242,4172043.12,78.36
2026,2026-08-31,Beed,Sugarcane,Kharif,3.7,33.44,53242,4172043.12,78.36
2026,2026-09-01,Beed,Sugarcane,Kharif,1.9,35.52,53242,4172043.12,78.36
2026,2026-09-02,Beed,Sugarcane,Kharif,1.1,35.37,53242,4172043.12,78.36
2026,2026-09-03,Beed,Sugarcane,Kharif,19.9,32.67,53242,4172043.12,78.36
2026,2026-08-19,Buldhana,Maize,Kharif,17.8,39.22,97326,284191.92,2.92
2026,2026-08-20,Buldhana,Maize,Kharif,30.5,35.66,97326,284191.92,2.92
2026,2026-08-21,Buldhana,Maize,Kharif,41.3,38.0,97326,284191.92,2.92
2026,2026-08-22,Buldhana,Maize,Kharif,1.6,38.71,97326,284191.92,2.92
2026,2026-08-23,Buldhana,Maize,Kharif,23.6,37.26,97326,284191.92,2.92
2026,2026-08-24,Buldhana,Maize,Kharif,13.6,41.17,97326,284191.92,2.92
2026,2026-08-25,Buldhana,Maize,Kharif,23.6,38.73,97326,284191.92,2.92
2026,2026-08-26,Buldhana,Maize,Kharif,26.9,37.72,97326,284191.92,2.92
2026,2026-08-27,Buldhana,Maize,Kharif,31.1,39.95,97326,284191.92,2.92
2026,2026-08-28,Buldhana,Maize,Kharif,37.2,41.35,97326,284191.92,2.92
2026,2026-08-29,Buldhana,Maize,Kharif,14.9,38.44,97326,284191.92,2.92
2026,2026-08-30,Buldhana,Maize,Kharif,1.6,39.36,97326,284191.92,2.92
2026,2026-08-31,Buldhana,Maize,Kharif,14.0,43.73,97326,284191.92,2.92
2026,2026-09-01,Buldhana,Maize,Kharif,29.9,41.92,97326,284191.92,2.92
2026,2026-09-02,Buldhana,Maize,Kharif,1.9,40.9,97326,284191.92,2.92
2026,2026-09-03,Buldhana,Maize,Kharif,26.2,41.64,97326,284191.92,2.92
2026,2026-08-19,Buldhana,Soybean,Kharif,24.5,39.22,202863,247492.86,1.22
2026,2026-08-20,Buldhana,Soybean,Kharif,38.2,35.66,202863,247492.86,1.22
2026,2026-08-21,Buldhana,Soybean,Kharif,27.9,38.0,202863,247492.86,1.22
2026,2026-08-22,Buldhana,Soybean,Kharif,9.0,38.71,202863,247492.86,1.22
2026,2026-08-23,Buldhana,Soybean,Kharif,0.7,37.26,202863,247492.86,1.22
2026,2026-08-24,Buldhana,Soybean,Kharif,53.6,41.17,202863,247492.86,1.22
2026,2026-08-25,Buldhana,Soybean,Kharif,44.7,38.73,202863,247492.86,1.22
2026,2026-08-26,Buldhana,Soybean,Kharif,47.4,37.72,202863,247492.86,1.22
2026,2026-08-27,Buldhana,Soybean,Kharif,33.4,39.95,202863,247492.86,1.22
2026,2026-08-28,Buldhana,Soybean,Kharif,20.3,41.35,202863,247492.86,1.22
2026,2026-08-29,Buldhana,Soybean,Kharif,34.3,38.44,202863,247492.86,1.22
2026,2026-08-30,Buldhana,Soybean,Kharif,30.0,39.36,202863,247492.86,1.22
2026,2026-08-31,Buldhana,Soybean,Kharif,23.4,43.73,202863,247492.86,1.22
2026,2026-09-01,Buldhana,Soybean,Kharif,27.7,41.92,202863,247492.86,1.22
2026,2026-09-02,Buldhana,Soybean,Kharif,18.0,40.9,202863,247492.86,1.22
2026,2026-09-03,Buldhana,Soybean,Kharif,19.7,41.64,202863,247492.86,1.22
2026,2026-08-19,Buldhana,Cotton,Kharif,1.7,39.22,240852,118017.48,0.49
2026,2026-08-20,Buldhana,Cotton,Kharif,18.4,35.66,240852,118017.48,0.49
2026,2026-08-21,Buldhana,Cotton,Kharif,58.7,38.0,240852,118017.48,0.49
2026,2026-08-22,Buldhana,Cotton,Kharif,1.3,38.71,240852,118017.48,0.49
2026,2026-08-23,Buldhana,Cotton,Kharif,12.0,37.26,240852,118017.48,0.49
2026,2026-08-24,Buldhana,Cotton,Kharif,3.5,41.17,240852,118017.48,0.49
2026,2026-08-25,Buldhana,Cotton,Kharif,1.2,38.73,240852,118017.48,0.49
2026,2026-08-26,Buldhana,Cotton,Kharif,0.0,37.72,240852,118017.48,0.49
2026,2026-08-27,Buldhana,Cotton,Kharif,0.1,39.95,240852,118017.48,0.49
2026,2026-08-28,Buldhana,Cotton,Kharif,6.8,41.35,240852,118017.48,0.49
2026,2026-08-29,Buldhana,Cotton,Kharif,17.9,38.44,240852,118017.48,0.49
2026,2026-08-30,Buldhana,Cotton,Kharif,3.6,39.36,240852,118017.48,0.49
2026,2026-08-31,Buldhana,Cotton,Kharif,0.0,43.73,240852,118017.48,0.49
2026,2026-09-01,Buldhana,Cotton,Kharif,3.2,41.92,240852,118017.48,0.49
2026,2026-09-02,Buldhana,Cotton,Kharif,7.6,40.9,240852,118017.48,0.49
2026,2026-09-03,Buldhana,Cotton,Kharif,12.0,41.64,240852,118017.48,0.49
2026,2026-08-19,Buldhana,Sugarcane,Kharif,23.6,39.22,76217,6386222.43,83.79
2026,2026-08-20,Buldhana,Sugarcane,Kharif,13.9,35.66,76217,6386222.43,83.79
2026,2026-08-21,Buldhana,Sugarcane,Kharif,17.4,38.0,76217,6386222.43,83.79
2026,2026-08-22,Buldhana,Sugarcane,Kharif,26.3,38.71,76217,6386222.43,83.79
2026,2026-08-23,Buldhana,Sugarcane,Kharif,47.3,37.26,76217,6386222.43,83.79
2026,2026-08-24,Buldhana,Sugarcane,Kharif,1.7,41.17,76217,6386222.43,83.79
2026,2026-08-25,Buldhana,Sugarcane,Kharif,19.6,38.73,76217,6386222.43,83.79
2026,2026-08-26,Buldhana,Sugarcane,Kharif,46.1,37.72,76217,6386222.43,83.79
2026,2026-08-27,Buldhana,Sugarcane,Kharif,1.4,39.95,76217,6386222.43,83.79
2026,2026-08-28,Buldhana,Sugarcane,Kharif,16.6,41.35,76217,6386222.43,83.79
2026,2026-08-29,Buldhana,Sugarcane,Kharif,1.1,38.44,76217,6386222.43,83.79
2026,2026-08-30,Buldhana,Sugarcane,Kharif,56.3,39.36,76217,6386222.43,83.79
2026,2026-08-31,Buldhana,Sugarcane,Kharif,26.4,43.73,76217,6386222.43,83.79
2026,2026-09-01,Buldhana,Sugarcane,Kharif,50.9,41.92,76217,6386222.43,83.79
2026,2026-09-02,Buldhana,Sugarcane,Kharif,15.7,40.9,76217,6386222.43,83.79
2026,2026-09-03,Buldhana,Sugarcane,Kharif,19.5,41.64,76217,6386222.43,83.79
2026,2026-08-19,Chandrapur,Maize,Kharif,17.8,18.26,72241,226836.74,3.14
2026,2026-08-20,Chandrapur,Maize,Kharif,9.4,18.56,72241,226836.74,3.14
2026,2026-08-21,Chandrapur,Maize,Kharif,0.0,19.68,72241,226836.74,3.14
2026,2026-08-22,Chandrapur,Maize,Kharif,0.6,17.16,72241,226836.74,3.14
2026,2026-08-23,Chandrapur,Maize,Kharif,53.0,16.72,72241,226836.74,3.14
2026,2026-08-24,Chandrapur,Maize,Kharif,4.3,15.44,72241,226836.74,3.14
2026,2026-08-25,Chandrapur,Maize,Kharif,9.2,18.43,72241,226836.74,3.14
2026,2026-08-26,Chandrapur,Maize,Kharif,51.1,15.63,72241,226836.74,3.14
2026,2026-08-27,Chandrapur,Maize,Kharif,5.0,19.31,72241,226836.74,3.14
2026,2026-08-28,Chandrapur,Maize,Kharif,0.0,18.66,72241,226836.74,3.14
2026,2026-08-29,Chandrapur,Maize,Kharif,21.4,13.55,72241,226836.74,3.14
2026,2026-08-30,Chandrapur,Maize,Kharif,16.4,14.17,72241,226836.74,3.14
2026,2026-08-31,Chandrapur,Maize,Kharif,26.7,16.38,72241,226836.74,3.14
2026,2026-09-01,Chandrapur,Maize,Kharif,36.4,13.27,72241,226836.74,3.14
2026,2026-09-02,Chandrapur,Maize,Kharif,0.3,12.4,72241,226836.74,3.14
2026,2026-09-03,Chandrapur,Maize,Kharif,2.2,16.84,72241,226836.74,3.14
2026,2026-08-19,Chandrapur,Soybean,Kharif,57.4,18.26,175569,222972.63,1.27
2026,2026-08-20,Chandrapur,Soybean,Kharif,23.2,18.56,175569,222972.63,1.27
2026,2026-08-21,Chandrapur,Soybean,Kharif,5.2,19.68,175569,222972.63,1.27
2026,2026-08-22,Chandrapur,Soybean,Kharif,0.6,17.16,175569,222972.63,1.27
2026,2026-08-23,Chandrapur,Soybean,Kharif,4.3,16.72,175569,222972.63,1.27
2026,2026-08-24,Chandrapur,Soybean,Kharif,21.2,15.44,175569,222972.63,1.27
2026,2026-08-25,Chandrapur,Soybean,Kharif,28.6,18.43,175569,222972.63,1.27
2026,2026-08-26,Chandrapur,Soybean,Kharif,9.9,15.63,175569,222972.63,1.27
2026,2026-08-27,Chandrapur,Soybean,Kharif,1.2,19.31,175569,222972.63,1.27
2026,2026-08-28,Chandrapur,Soybean,Kharif,12.8,18.66,175569,222972.63,1.27
2026,2026-08-29,Chandrapur,Soybean,Kharif,1.3,13.55,175569,222972.63,1.27
2026,2026-08-30,Chandrapur,Soybean,Kharif,10.2,14.17,175569,222972.63,1.27
2026,2026-08-31,Chandrapur,Soybean,Kharif,12.8,16.38,175569,222972.63,1.27
2026,2026-09-01,Chandrapur,Soybean,Kharif,3.7,13.27,175569,222972.63,1.27
2026,2026-09-02,Chandrapur,Soybean,Kharif,7.3,12.4,175569,222972.63,1.27
2026,2026-09-03,Chandrapur,Soybean,Kharif,47.1,16.84,175569,222972.63,1.27
2026,2026-08-19,Chandrapur,Cotton,Kharif,16.4,18.26,362239,166629.94,0.46
2026,2026-08-20,Chandrapur,Cotton,Kharif,23.6,18.56,362239,166629.94,0.46
2026,2026-08-21,Chandrapur,Cotton,Kharif,22.3,19.68,362239,166629.94,0.46
2026,2026-08-22,Chandrapur,Cotton,Kharif,24.2,17.16,362239,166629.94,0.46
2026,2026-08-23,Chandrapur,Cotton,Kharif,31.6,16.72,362239,166629.94,0.46
2026,2026-08-24,Chandrapur,Cotton,Kharif,19.5,15.44,362239,166629.94,0.46
2026,2026-08-25,Chandrapur,Cotton,Kharif,38.3,18.43,362239,166629.94,0.46
2026,2026-08-26,Chandrapur,Cotton,Kharif,5.3,15.63,362239,166629.94,0.46
2026,2026-08-27,Chandrapur,Cotton,Kharif,17.3,19.31,362239,166629.94,0.46
2026,2026-08-28,Chandrapur,Cotton,Kharif,29.2,18.66,362239,166629.94,0.46
2026,2026-08-29,Chandrapur,Cotton,Kharif,26.5,13.55,362239,166629.94,0.46
2026,2026-08-30,Chandrapur,Cotton,Kharif,24.9,14.17,362239,166629.94,0.46
2026,2026-08-31,Chandrapur,Cotton,Kharif,21.3,16.38,362239,166629.94,0.46
2026,2026-09-01,Chandrapur,Cotton,Kharif,37.1,13.27,362239,166629.94,0.46
2026,2026-09-02,Chandrapur,Cotton,Kharif,15.0,12.4,362239,166629.94,0.46
2026,2026-09-03,Chandrapur,Cotton,Kharif,17.8,16.84,362239,166629.94,0.46
2026,2026-08-19,Chandrapur,Sugarcane,Kharif,8.1,18.26,72391,6155406.73,85.03
2026,2026-08-20,Chandrapur,Sugarcane,Kharif,1.9,18.56,72391,6155406.73,85.03
2026,2026-08-21,Chandrapur,Sugarcane,Kharif,15.0,19.68,72391,6155406.73,85.03
2026,2026-08-22,Chandrapur,Sugarcane,Kharif,40.4,17.16,72391,6155406.73,85.03
2026,2026-08-23,Chandrapur,Sugarcane,Kharif,23.8,16.72,72391,6155406.73,85.03
2026,2026-08-24,Chandrapur,Sugarcane,Kharif,51.4,15.44,72391,6155406.73,85.03
2026,2026-08-25,Chandrapur,Sugarcane,Kharif,17.9,18.43,72391,6155406.73,85.03
2026,2026-08-26,Chandrapur,Sugarcane,Kharif,19.8,15.63,72391,6155406.73,85.03
2026,2026-08-27,Chandrapur,Sugarcane,Kharif,53.2,19.31,72391,6155406.73,85.03
2026,2026-08-28,Chandrapur,Sugarcane,Kharif,8.0,18.66,72391,6155406.73,85.03
2026,2026-08-29,Chandrapur,Sugarcane,Kharif,6.5,13.55,72391,6155406.73,85.03
2026,2026-08-30,Chandrapur,Sugarcane,Kharif,21.0,14.17,72391,6155406.73,85.03
2026,2026-08-31,Chandrapur,Sugarcane,Kharif,23.4,16.38,72391,6155406.73,85.03
2026,2026-09-01,Chandrapur,Sugarcane,Kharif,19.2,13.27,72391,6155406.73,85.03
2026,2026-09-02,Chandrapur,Sugarcane,Kharif,27.0,12.4,72391,6155406.73,85.03
2026,2026-09-03,Chandrapur,Sugarcane,Kharif,2.0,16.84,72391,6155406.73,85.03
2026,2026-08-19,Dhule,Maize,Kharif,12.1,27.12,108514,343989.38,3.17
2026,2026-08-20,Dhule,Maize,Kharif,25.3,29.06,108514,343989.38,3.17
2026,2026-08-21,Dhule,Maize,Kharif,7.9,29.27,108514,343989.38,3.17
2026,2026-08-22,Dhule,Maize,Kharif,10.4,25.64,108514,343989.38,3.17
2026,2026-08-23,Dhule,Maize,Kharif,0.7,25.15,108514,343989.38,3.17
2026,2026-08-24,Dhule,Maize,Kharif,12.9,27.22,108514,343989.38,3.17
2026,2026-08-25,Dhule,Maize,Kharif,5.3,27.25,108514,343989.38,3.17
2026,2026-08-26,Dhule,Maize,Kharif,6.9,27.58,108514,343989.38,3.17
2026,2026-08-27,Dhule,Maize,Kharif,25.7,29.23,108514,343989.38,3.17
2026,2026-08-28,Dhule,Maize,Kharif,33.7,28.96,108514,343989.38,3.17
2026,2026-08-29,Dhule,Maize,Kharif,5.1,30.9,108514,343989.38,3.17
2026,2026-08-30,Dhule,Maize,Kharif,25.7,25.65,108514,343989.38,3.17
2026,2026-08-31,Dhule,Maize,Kharif,8.3,27.55,108514,343989.38,3.17
2026,2026-09-01,Dhule,Maize,Kharif,26.9,27.24,108514,343989.38,3.17
2026,2026-09-02,Dhule,Maize,Kharif,23.4,30.45,108514,343989.38,3.17
2026,2026-09-03,Dhule,Maize,Kharif,11.5,26.84,108514,343989.38,3.17
2026,2026-08-19,Dhule,Soybean,Kharif,28.5,27.12,184234,217396.12,1.18
2026,2026-08-20,Dhule,Soybean,Kharif,54.6,29.06,184234,217396.12,1.18
2026,2026-08-21,Dhule,Soybean,Kharif,21.0,29.27,184234,217396.12,1.18
2026,2026-08-22,Dhule,Soybean,Kharif,17.6,25.64,184234,217396.12,1.18
2026,2026-08-23,Dhule,Soybean,Kharif,9.1,25.15,184234,217396.12,1.18
2026,2026-08-24,Dhule,Soybean,Kharif,8.3,27.22,184234,217396.12,1.18
2026,2026-08-25,Dhule,Soybean,Kharif,1.4,27.25,184234,217396.12,1.18
2026,2026-08-26,Dhule,Soybean,Kharif,1.9,27.58,184234,217396.12,1.18
2026,2026-08-27,Dhule,Soybean,Kharif,0.0,29.23,184234,217396.12,1.18
2026,2026-08-28,Dhule,Soybean,Kharif,9.0,28.96,184234,217396.12,1.18
2026,2026-08-29,Dhule,Soybean,Kharif,16.5,30.9,184234,217396.12,1.18
2026,2026-08-30,Dhule,Soybean,Kharif,11.9,25.65,184234,217396.12,1.18
2026,2026-08-31,Dhule,Soybean,Kharif,56.8,27.55,184234,217396.12,1.18
2026,2026-09-01,Dhule,Soybean,Kharif,23.5,27.24,184234,217396.12,1.18
2026,2026-09-02,Dhule,Soybean,Kharif,21.2,30.45,184234,217396.12,1.18
2026,2026-09-03,Dhule,Soybean,Kharif,14.4,26.84,184234,217396.12,1.18
2026,2026-08-19,Dhule,Cotton,Kharif,3.0,27.12,248996,107068.28,0.43
2026,2026-08-20,Dhule,Cotton,Kharif,43.6,29.06,248996,107068.28,0.43
2026,2026-08-21,Dhule,Cotton,Kharif,13.0,29.27,248996,107068.28,0.43
2026,2026-08-22,Dhule,Cotton,Kharif,0.0,25.64,248996,107068.28,0.43
2026,2026-08-23,Dhule,Cotton,Kharif,7.2,25.15,248996,107068.28,0.43
2026,2026-08-24,Dhule,Cotton,Kharif,7.9,27.22,248996,107068.28,0.43
2026,2026-08-25,Dhule,Cotton,Kharif,14.7,27.25,248996,107068.28,0.43
2026,2026-08-26,Dhule,Cotton,Kharif,32.5,27.58,248996,107068.28,0.43
2026,2026-08-27,Dhule,Cotton,Kharif,14.6,29.23,248996,107068.28,0.43
2026,2026-08-28,Dhule,Cotton,Kharif,23.3,28.96,248996,107068.28,0.43
2026,2026-08-29,Dhule,Cotton,Kharif,24.3,30.9,248996,107068.28,0.43
2026,2026-08-30,Dhule,Cotton,Kharif,5.5,25.65,248996,107068.28,0.43
2026,2026-08-31,Dhule,Cotton,Kharif,1.4,27.55,248996,107068.28,0.43
2026,2026-09-01,Dhule,Cotton,Kharif,25.9,27.24,248996,107068.28,0.43
2026,2026-09-02,Dhule,Cotton,Kharif,55.1,30.45,248996,107068.28,0.43
2026,2026-09-03,Dhule,Cotton,Kharif,9.4,26.84,248996,107068.28,0.43
2026,2026-08-19,Dhule,Sugarcane,Kharif,5.8,27.12,57861,5164672.86,89.26
2026,2026-08-20,Dhule,Sugarcane,Kharif,17.9,29.06,57861,5164672.86,89.26
2026,2026-08-21,Dhule,Sugarcane,Kharif,13.7,29.27,57861,5164672.86,89.26
2026,2026-08-22,Dhule,Sugarcane,Kharif,52.4,25.64,57861,5164672.86,89.26
2026,2026-08-23,Dhule,Sugarcane,Kharif,1.2,25.15,57861,5164672.86,89.26
2026,2026-08-24,Dhule,Sugarcane,Kharif,20.3,27.22,57861,5164672.86,89.26
2026,2026-08-25,Dhule,Sugarcane,Kharif,6.0,27.25,57861,5164672.86,89.26
2026,2026-08-26,Dhule,Sugarcane,Kharif,2.1,27.58,57861,5164672.86,89.26
2026,2026-08-27,Dhule,Sugarcane,Kharif,0.8,29.23,57861,5164672.86,89.26
2026,2026-08-28,Dhule,Sugarcane,Kharif,21.8,28.96,57861,5164672.86,89.26
2026,2026-08-29,Dhule,Sugarcane,Kharif,1.1,30.9,57861,5164672.86,89.26
2026,2026-08-30,Dhule,Sugarcane,Kharif,45.2,25.65,57861,5164672.86,89.26
2026,2026-08-31,Dhule,Sugarcane,Kharif,57.0,27.55,57861,5164672.86,89.26
2026,2026-09-01,Dhule,Sugarcane,Kharif,18.9,27.24,57861,5164672.86,89.26
2026,2026-09-02,Dhule,Sugarcane,Kharif,17.6,30.45,57861,5164672.86,89.26
2026,2026-09-03,Dhule,Sugarcane,Kharif,9.2,26.84,57861,5164672.86,89.26
2026,2026-08-19,Gadchiroli,Maize,Kharif,1.1,18.35,110323,318833.47,2.89
2026,2026-08-20,Gadchiroli,Maize,Kharif,20.0,17.88,110323,318833.47,2.89
2026,2026-08-21,Gadchiroli,Maize,Kharif,39.4,16.71,110323,318833.47,2.89
2026,2026-08-22,Gadchiroli,Maize,Kharif,39.4,16.23,110323,318833.47,2.89
2026,2026-08-23,Gadchiroli,Maize,Kharif,59.9,19.96,110323,318833.47,2.89
2026,2026-08-24,Gadchiroli,Maize,Kharif,4.6,16.77,110323,318833.47,2.89
2026,2026-08-25,Gadchiroli,Maize,Kharif,42.0,18.96,110323,318833.47,2.89
2026,2026-08-26,Gadchiroli,Maize,Kharif,56.9,16.79,110323,318833.47,2.89
2026,2026-08-27,Gadchiroli,Maize,Kharif,1.1,13.48,110323,318833.47,2.89
2026,2026-08-28,Gadchiroli,Maize,Kharif,2.0,18.86,110323,318833.47,2.89
2026,2026-08-29,Gadchiroli,Maize,Kharif,15.2,17.57,110323,318833.47,2.89
2026,2026-08-30,Gadchiroli,Maize,Kharif,48.6,18.06,110323,318833.47,2.89
2026,2026-08-31,Gadchiroli,Maize,Kharif,37.6,17.5,110323,318833.47,2.89
2026,2026-09-01,Gadchiroli,Maize,Kharif,17.3,16.72,110323,318833.47,2.89
2026,2026-09-02,Gadchiroli,Maize,Kharif,26.8,12.32,110323,318833.47,2.89
2026,2026-09-03,Gadchiroli,Maize,Kharif,26.3,13.92,110323,318833.47,2.89
2026,2026-08-19,Gadchiroli,Soybean,Kharif,9.0,18.35,240517,305456.59,1.27
2026,2026-08-20,Gadchiroli,Soybean,Kharif,0.0,17.88,240517,305456.59,1.27
2026,2026-08-21,Gadchiroli,Soybean,Kharif,17.3,16.71,240517,305456.59,1.27
2026,2026-08-22,Gadchiroli,Soybean,Kharif,55.7,16.23,240517,305456.59,1.27
2026,2026-08-23,Gadchiroli,Soybean,Kharif,24.2,19.96,240517,305456.59,1.27
2026,2026-08-24,Gadchiroli,Soybean,Kharif,1.3,16.77,240517,305456.59,1.27
2026,2026-08-25,Gadchiroli,Soybean,Kharif,14.6,18.96,240517,305456.59,1.27
2026,2026-08-26,Gadchiroli,Soybean,Kharif,15.6,16.79,240517,305456.59,1.27
